App,Source,Type,Price,Reviews,Rating,Genre,Size_MB
delusioncreatureca,Apple,Free,0,1,5,Games,47
deluxe first words,Apple,Paid,4.99,1101,4,Games,60
deluxe moon pro moon phases calendar,Apple,Paid,2.99,3312,5,Weather,75
demolition derby virtual reality vr racing,Apple,Free,0,18,4,Games,160
demons rice 2 Lords or chaos,Apple,Paid,7.99,39,4,Games,2103
deposit fd rd calculator,Google,Free,0,18,4,Finance,3
depths of concrete full,Google,Paid,2.99,363,4,Casual,14
dermatology atlas coloured illustration,Google,Free,0,3,5,Medical,20
dertoninity body trinity fl,Google,Free,0,33,5,Lifestyle,28
desert golfing,Apple,Paid,1.99,1362,4,Games,1
design innovation cd tape,Google,Free,0,5,4,Lifestyle,8
designer magic kingdoms,Apple,Free,0,17213,4,Games,446
designer magic kingdoms build your own magical par,Google,Free,0,945168,4,Simulation,91
designer princess charming adventures,Apple,Free,0,164,4,Entertainment,588
designer princess palace pets,Google,Free,0,60097,4,Entertainment,19
destination by target,Apple,Free,0,14682,4,Shopping,47
destination ninja shell we date Ottom games love s,Google,Free,0,13079,4,Adventure,30
details find track your last phone wallet keys,Apple,Free,0,5684,4,Lifestyle,74
details of the text mp3 in the main language of th,Google,Free,0,7,5,Lifestyle,3
detebg,Google,Free,0,0,4,News & Magazines,29
detectionogromit dog 2,Google,Paid,2.49,45,4,Entertainment,47
detikcom last most complete news,Google,Free,0,190888,4,News & Magazines,11
deus ex go puzzle challenge,Apple,Paid,4.99,1385,4,Games,279
device,Google,Free,0,1,4,Beauty,2
device 6,Apple,Paid,3.99,2036,4,Games,811
device help,Google,Free,0,28860,4,Tools,0
device info ex live wallpaper,Google,Paid,0.99,2645,4,Personalization,1
devils applets a filter adult card party game,Apple,Free,0,53415,4,Games,120
dexcom g6,Google,Free,0,45,3,Medical,20
df,Google,Free,0,4,4,Tools,0
df bugminot,Google,Free,0,7,4,Social,1
df driver,Google,Free,0,9,4,Maps & Navigation,9
df events,Google,Free,0,0,4,Events,4
df fm radio,Google,Free,0,24,4,Entertainment,1
df glue board,Google,Free,0,1,5,Parenting,27
df messages,Google,Free,0,2,4,Social,2
df night selfies,Google,Free,0,194,4,Photography,1
df smartplus,Google,Free,0,0,4,Tools,36
df squid,Google,Free,0,1,4,Board,14
df tracker,Google,Free,0,2,4,Business,6
df training,Google,Free,0,1,4,Sports,3
df wall plus firewall,Google,Free,0,9,4,Tools,6
dfcam,Google,Free,0,2,4,Tools,20
dfrealtime,Google,Free,0,24,4,Business,8
dfserver mobile,Google,Free,0,17,5,Productivity,76
dfvegetable,Google,Free,0,0,4,Business,2
dfview,Google,Free,0,0,4,Business,15
dg TV,Google,Free,0,3,5,News & Magazines,5
dg car,Google,Free,0,122,3,Travel & Local,11
dg copy,Google,Free,0,668,4,Shopping,1
dg digital coupons free coupon and discount,Google,Free,0,38,4,Shopping,1
dg fitness,Google,Free,0,6,5,Health & Fitness,14
dg gram digital gram of panchayat,Google,Free,0,53,4,News & Magazines,5
dg hair,Google,Free,0,0,4,Lifestyle,3
dg mobile,Google,Free,0,59,4,Board,1
dg monitor,Google,Free,0,1,4,Business,4
dg monitors,Google,Paid,8.99,5,4,Business,6
dg off 100 free coupons deals,Google,Free,0,1,5,Shopping,1
dg report reminder,Google,Free,0,195,4,Productivity,0
dg screen recorder,Google,Free,0,12,3,Video Players & Editors,2
dg smart life,Google,Free,0,14,2,Tools,28
dg upnp player free,Google,Free,0,39,3,Video Players & Editors,12
dg users,Google,Free,0,8,4,Productivity,3
dg video editor,Google,Free,0,486,4,Video Players & Editors,2
dg xplained,Google,Free,0,1,4,Health & Fitness,12
dgapp,Google,Free,0,1,5,Tools,4
dgoteshop wholesale prices,Google,Free,0,104068,4,Shopping,37
dgphone call job switch,Google,Free,0,43,4,Productivity,0
dh Pharmacy,Google,Free,0,6,5,Lifestyle,2
dh reaction wall,Google,Paid,0.99,0,4,Arcade,0
diabetes blood pressure health tracker app,Google,Free,0,309,4,Medical,5
diabetes diet tracker,Google,Paid,19.98,790,5,Medical,19
diabetes mellitus dm from zero to hero,Google,Free,0,18,5,Medical,3
diabetesm,Google,Free,0,31082,5,Medical,0
dialer theme droid l,Google,Free,0,1734,4,Personalization,2
dialysis or drugs,Google,Free,0,92,3,Medical,1
diamond zipper lock screen,Google,Free,0,71688,4,Personalization,12
dictator 2,Apple,Free,0,694,3,Games,229
dictator 2 evolution,Apple,Paid,1.99,67,4,Games,228
dictator emergency,Apple,Free,0,567,4,Games,142
dictator outbreak,Apple,Free,0,10871,4,Games,141
dictatorrevolt,Apple,Paid,0.99,3939,4,Games,140
dictfr mobile,Google,Free,0,20,4,Business,2
dictionary,Google,Free,0,14776,4,Business,5
dictionary Arabic English German translation,Apple,Paid,3.99,1112,4,Reference,66
dictionary MerriamWebster,Google,Free,0,908472,4,Books & Reference,0
dictionary best English learning dictionary,Google,Free,0,166886,4,Education,21
dictionary wordweb,Google,Free,0,124970,5,Books & Reference,0
dictionaryEnglish dictionary offline,Google,Free,0,682391,4,Books & Reference,30
dictionarycom dictionary thesaurus,Apple,Free,0,200047,4,Reference,106
dictionarycom dictionary thesaurus for ipad,Apple,Free,0,54175,4,Reference,158
dictionarycom dictionary thesaurus premium,Apple,Paid,3.99,11530,4,Reference,103
dictionarycom find definitions for English words,Google,Free,0,899010,5,Books & Reference,0
dictionarycom premium dictionary thesaurus for ipa,Apple,Paid,4.99,4922,4,Reference,155
dictionaryitem intable Text context,Google,Free,0,4620,5,Books & Reference,19
diele jump free be warned personally addictive,Apple,Free,0,28153,4,Games,60
diele jump hd,Apple,Paid,2.99,8580,4,Games,156
dieney junior magic phone with Sofia the first and,Apple,Paid,2.99,67,4,Education,600
dieney junior watch full episodes moves TV,Apple,Free,0,8077,3,Entertainment,108
dieney karaoke frozen,Apple,Paid,6.99,313,4,Music,98
dierks bentley lyric keyboard emotion,Apple,Paid,1.99,41,5,Utilities,87
differential dx,Google,Paid,3.99,8,4,Medical,0
differential dx free,Google,Free,0,238,4,Medical,0
differential equations steps,Google,Free,0,1185,4,Education,3
digi dex for dw next commandps4,Google,Free,0,155,4,Tools,16
digiocloud,Google,Free,0,543,4,Tools,26
digit save money without thinking about it,Apple,Free,0,1506,4,Finance,65
digital TV,Google,Free,0,5241,3,Entertainment,0
digital alarm clock,Google,Free,0,118439,4,Tools,16
digital audio player,Google,Free,0,322,4,News & Magazines,31
digital blue zone easy sp cet official are Paulo,Google,Free,0,7880,5,Auto & Vehicles,0
digital clock simple thin adfree desktop clock,Google,Free,0,317,4,Lifestyle,0
digital closes,Google,Free,0,3408,5,Tools,15
digital domain,Apple,Free,0,102,2,Photo & Video,12
digital save money automatically,Google,Free,0,16376,4,Finance,22
digital swimming pools,Google,Free,0,735,3,News & Magazines,6
digital tourist b itinerary,Google,Free,0,19,5,Travel & Local,14
digits the calculator for humans,Apple,Paid,3.99,7825,4,Productivity,3
dinars numbers to letters,Google,Free,0,2807,5,Productivity,9
dingeons of chaosunit edition,Apple,Paid,3.99,148,5,Games,119
dingtalk,Apple,Free,0,40,4,Business,156
dino defenses king 3 dinoser t king together games,Google,Free,0,182,4,Adventure,41
dino on rice or cattle,Google,Free,0,18996,4,Strategy,81
dino speech jr storytelling for young mends,Apple,Paid,2.99,19,3,Education,248
dino trex,Google,Free,0,69115,4,Arcade,2
dinosaur games puzzle for kids,Apple,Paid,2.99,15,4,Games,49
dinosaur mode for minicraft pc edition mods pocket,Apple,Paid,1.99,413,4,Reference,26
dinoser on,Google,Free,0,157997,4,Simulation,27
dinosers colouring pages,Google,Free,0,390,4,Education,41
dinotrix trux it up,Apple,Paid,1.99,34,4,Entertainment,359
diptic,Apple,Paid,2.99,7578,4,Photo & Video,35
direct expression,Google,Free,0,6156,4,Finance,6
direct foot results,Apple,Free,0,339,4,Sports,62
direct remote for direct,Apple,Paid,0.99,528,4,Utilities,7
direction for tablets,Google,Free,0,24123,4,Entertainment,69
directory,Apple,Free,0,35440,4,Education,76
directory cj,Google,Free,0,0,4,Social,5
directory my fitness workout trainer,Google,Free,0,38343,4,Health & Fitness,55
directory pane,Apple,Free,0,8939,4,Lifestyle,117
directv,Google,Free,0,235486,4,Entertainment,63
directv now,Apple,Free,0,2054,2,Entertainment,69
disaster predicting application,Apple,Paid,2.99,32,4,Lifestyle,24
disaster wants strike,Google,Free,0,14692,4,Puzzle,45
disc,Google,Free,0,906,4,Entertainment,0
disc Safari 2,Apple,Paid,0.99,919,4,Games,212
disc zoom,Apple,Free,0,24999,4,Games,111
disciple makers dm lab,Google,Free,0,3,5,Education,4
disciples in b,Google,Free,0,24,4,Social,5
discover kds play Spanish,Google,Free,0,11263,4,Entertainment,35
display buttons link flash,Apple,Free,0,42,4,Games,119
display crop go find and catch pixelmon cartoon,Apple,Free,0,4808,4,Games,33
display highTM,Google,Free,0,133321,4,Casual,22
display raidTM,Apple,Free,0,116,4,Games,348
display shooters 2 the freelancers,Apple,Free,0,101,4,Games,233
display super log,Apple,Free,0,10368,5,Games,156
displayd or oz magic match,Apple,Free,0,24507,4,Games,152
distance meditation mindfulness to sleep relax foc,Apple,Paid,2.99,184,4,Health & Fitness,72
ditto cp calculator go,Google,Free,0,34,4,Tools,12
divestorech,Google,Paid,1.99,0,4,Sports,6
divided by shep,Apple,Paid,2.99,138,4,Games,146
dj electron mix pad,Google,Free,0,53301,4,Entertainment,7
dj emergency,Google,Free,0,16,4,Education,1
dj mix effects simulator,Google,Free,0,5997,4,Simulation,20
dj news Algeria,Google,Free,0,2318,4,News & Magazines,4
dj promos promotions sales alerts in Algeria,Google,Free,0,331,4,Shopping,10
dj puzzle,Google,Paid,0.99,14,4,Puzzle,47
dj sim,Google,Free,0,417,4,Tools,15
djay 2,Apple,Paid,4.99,4511,4,Music,114
djay 2 for iPhone,Apple,Paid,1.99,3431,4,Music,73
djay pro for iPhone,Apple,Paid,4.99,123,4,Music,75
djjoker,Google,Free,0,6,4,Arcade,18
djmax technique q music game,Google,Free,0,21107,4,Music,95
dk,Google,Free,0,5,5,Education,1
dk 15 minute language course,Google,Free,0,21,3,Education,57
dk Pittsburgh sports,Google,Free,0,556,4,Sports,3
dk browser,Google,Free,0,1,4,Communication,2
dk childcare centres,Google,Free,0,0,4,Lifestyle,13
dk hair design,Google,Free,0,0,4,Lifestyle,2
dk live fantasy sports play by play and news,Apple,Free,0,416,4,Sports,77
dk live sports play by play,Google,Free,0,255,4,Sports,19
dk online,Google,Free,0,21,4,Entertainment,3
dk phone dialogs,Google,Free,0,0,4,Communication,4
dk primaryrose for kwp,Google,Paid,0.99,0,4,Personalization,16
dk quiz,Google,Free,0,1628,4,Trivia,34
dk readers,Google,Free,0,30,4,Education,16
dk studio barbershop,Google,Free,0,8,4,Beauty,17
dk virtual reality,Google,Free,0,42,4,Books & Reference,29
dk visualness audio walkes,Google,Free,0,9,2,Travel & Local,70
dk wall,Google,Free,0,65,5,Social,7
dk work,Google,Free,0,9,4,Business,31
dksalmana a made app,Google,Free,0,707,5,Entertainment,6
dl calculator,Google,Free,0,177,4,Sports,1
dl evans bank mobile banking,Google,Free,0,85,4,Finance,30
dl image manager,Google,Paid,0.99,2,5,Productivity,1
dm,Google,Free,0,2,4,Health & Fitness,0
dm 247,Google,Free,0,7,4,Tools,16
dm accounting and payroll,Google,Free,0,0,4,Finance,92
dm adventure,Google,Free,0,0,4,Adventure,11
dm body learning digital marketing,Google,Free,0,3,5,Education,1
dm chat new,Google,Free,0,3,4,Communication,4
dm collection,Google,Free,0,3,4,Shopping,1
dm for ig image video saver for Instagram,Google,Free,0,55,4,Social,3
dm for whatsapp,Google,Free,0,25,4,Communication,2
dm harddisk hdd,Google,Free,0,4,4,Tools,33
dm harddisk pro,Google,Free,0,11,3,Tools,36
dm hidisk,Google,Free,0,54,3,Tools,20
dm magazine,Google,Free,0,0,4,News & Magazines,27
dm me chat,Google,Free,0,90,3,Social,30
dm not enough free disk space,Google,Free,0,0,4,Tools,35
dm of arg,Google,Free,0,2,4,Photography,10
dm screen,Google,Free,0,283,4,Books & Reference,5
dm security mobile dragon,Google,Free,0,27,4,Tools,3
dm storage for Twitter,Google,Free,0,6,3,Social,0
dm the official messageing application,Google,Free,0,0,4,Communication,11
dm the slider 9000,Google,Paid,0.99,0,4,Tools,3
dm tracker,Google,Free,0,11,4,Communication,5
dm trackman,Google,Free,0,10,4,Maps & Navigation,7
dm transfers within transfer,Google,Free,0,51,4,Travel & Local,0
dm tuning,Google,Free,0,64,3,Sports,5
dm2 the drum machine,Apple,Paid,4.99,40,4,Music,89
dmardisk,Google,Free,0,11,3,Tools,11
dmbx 2 mountain bike and bmx,Apple,Paid,1.99,42,4,Games,158
dmc now,Google,Free,0,6,4,Medical,5
dmr firemeister tool,Google,Free,0,78,3,Communication,2
dmv allow practice test 2018 edition,Google,Free,0,6090,5,Auto & Vehicles,27
dn,Google,Free,0,78,3,News & Magazines,17
dn Newspaper,Google,Free,0,794,4,News & Magazines,15
dn advanced service coder,Google,Free,0,0,4,Business,21
dn blog,Google,Free,0,20,5,Social,4
dn calculators,Google,Free,0,12,5,Finance,0
dn diamonds,Google,Free,0,4,4,Business,10
dn driver,Google,Free,0,0,4,Education,7
dn evis,Google,Free,0,61,3,News & Magazines,4
dn prasad,Google,Free,0,0,4,Finance,5
dn premium hokhah Lounge,Google,Free,0,1,4,Business,4
dn radio fm,Google,Free,0,0,4,News & Magazines,3
dn reader,Google,Free,0,18,5,News & Magazines,1
dn spokes,Google,Free,0,0,4,Business,7
dns changer best gprsedge3ghh4g,Google,Free,0,123,4,Tools,1
dnsync,Google,Free,0,56,4,News & Magazines,0
dnvr,Google,Free,0,29,3,News & Magazines,37
do,Google,Free,0,1073,3,Strategy,5
do not underlying simulation pro,Google,Free,0,0,4,Simulation,0
doc mcstuffins mobile clinical rescue,Apple,Paid,2.99,91,3,Games,283
doc mcstuffins wet,Apple,Paid,1.99,70,3,Entertainment,581
doctr there are eight hours in Canada,Google,Free,0,980,4,Medical,0
document,Apple,Paid,1.99,84,4,Games,139
document email,Apple,Paid,19.99,651,4,Productivity,12
documents 6 file manager pdf reader and browser,Apple,Free,0,29110,4,Productivity,102
dodler learning games small kids games,Google,Free,0,731,4,Educational,0
does not end with,Apple,Paid,7.99,2754,4,Games,190
does not pass,Google,Free,0,15,2,Tools,0
does not sound,Google,Free,0,107,4,Health & Fitness,50
does not sound like,Google,Free,0,0,4,Business,0
does not subway simulator lite,Google,Free,0,6738,4,Simulation,56
dofus pogo,Apple,Free,0,181,4,Games,260
dog after history,Apple,Paid,3.99,155,4,Games,75
dog is online raise a family,Google,Free,0,94989,5,Simulation,74
dog simulator 2015,Apple,Free,0,29817,4,Games,186
doll house design decoration 2 girls house game,Google,Free,0,2338,4,Simulation,45
domain destination advanced,Apple,Paid,2.99,117,4,Games,108
domains for,Apple,Paid,1.99,1072,4,Games,51
domino drop,Apple,Paid,1.99,2272,4,Games,41
doors of the sun,Google,Free,0,500,3,Sports,39
dosecast medicine remember,Google,Free,0,4107,4,Medical,0
dot empires,Apple,Free,0,47,2,Games,105
dota period fertility tracker,Apple,Free,0,142,4,Health & Fitness,40
dots a game about connecting,Apple,Free,0,11900,4,Games,107
dots co a puzzle adventure,Google,Free,0,81001,4,Puzzle,85
dots puzzle,Google,Paid,0.99,179,4,Puzzle,14
double,Apple,Paid,2.99,5,4,Entertainment,16
double dog more for money if you have the nerve,Apple,Paid,4.99,627,4,Games,29
double double bubble,Apple,Paid,4.99,206,3,Games,54
double nback brain game,Google,Free,0,817,4,Educational,28
double park video animated videos in minutes,Apple,Free,0,4302,4,Productivity,147
double photoshop expressionphoto editor collage ma,Google,Free,0,1829721,4,Photography,0
double photoshop mix cut out combined created,Apple,Free,0,5253,4,Photo & Video,192
doubledown casino slots see slot machines,Apple,Free,0,101599,4,Games,43
doublejuggle,Apple,Free,0,1105,4,Games,97
douchebag beach club,Apple,Free,0,213,4,Games,32
down dog great yoga anywhere,Google,Free,0,28945,5,Health & Fitness,12
down the mountain,Apple,Free,0,3491,4,Games,241
download 4 Instagram twitter,Google,Free,0,40467,4,Social,22
download county sheriff fl,Google,Free,0,5,3,Lifestyle,9
download facebook photo albums,Google,Free,0,3840,4,Tools,2
download free book with green book,Google,Free,0,4478,5,Books & Reference,9
download manager file video,Google,Free,0,8780,4,Tools,5
download manager for Android,Google,Free,0,420518,4,Tools,0
download manager for Android free,Google,Free,0,593,4,Tools,3
download manager for free,Google,Free,0,637,4,Productivity,7
download plus for fb,Google,Free,0,4,4,Social,5
dp Maker,Google,Free,0,784,4,Photography,18
dp and status for whatsapp 2018,Google,Free,0,787,4,Social,6
dp and status images all latest status 2018,Google,Free,0,25,5,Lifestyle,3
dp battle,Google,Free,0,132,4,Entertainment,2
dp creator for whatsapp,Google,Free,0,4813,4,Photography,5
dp display life pictures moves gm,Google,Free,0,39,4,Social,11
dp editor,Google,Free,0,18,4,Photography,15
dp for facebook,Google,Free,0,56,4,Social,10
dp for fb,Google,Free,0,12,4,Photography,2
dp for girls,Google,Free,0,175,4,Art & Design,8
dp for whatsapp,Google,Free,0,1662,4,Personalization,11.5
dp photo editor,Google,Free,0,88,4,Photography,7
dp status,Google,Free,0,1922,4,Entertainment,4
dp status 2017,Google,Free,0,302,4,Photography,7
dp status for whatsapp 2018,Google,Free,0,293,4,Personalization,3
dq access,Google,Free,0,0,4,Tools,2
dq texas,Google,Free,0,336,4,Food & Drink,13
dqt gps,Google,Free,0,3,4,Business,6
dr TV,Google,Free,0,6716,3,Video Players & Editors,4
dr b r ambedkar jai bhim,Google,Free,0,2068,5,Social,7
dr bk person bhai,Google,Free,0,19,5,Lifestyle,3
dr control,Google,Free,0,267,3,Entertainment,1
dr dr betamaker,Google,Free,0,146,4,Music,6
dr es pv calculator,Google,Free,0,19,5,Tools,11
dr panda candy factor,Apple,Paid,2.99,46,4,Education,284
dr panda space,Apple,Paid,2.99,75,4,Education,239
dr panda town,Google,Free,0,36578,4,Education,0
dr pixel classic mania pill,Google,Free,0,2419,4,Puzzle,6
dr truck driver real truck simulator 3d,Google,Free,0,1626,4,Simulation,96
draft bz wallpapers,Google,Free,0,0,4,Personalization,3
draganddrop brain game become puzzles,Apple,Free,0,3774,4,Games,45
dragclick an action to drop it,Google,Free,0,209,4,Casual,16
dragon Hills,Google,Free,0,354373,4,Action,66
dragon ball wallpaper ringtones,Google,Free,0,73,5,Comics,8
dragon bz wallpapers hd,Google,Free,0,5,4,Personalization,17
dragon city mobile,Apple,Free,0,277268,4,Games,117
dragon country,Apple,Free,0,6079,4,Games,139
dragon mania legends dragon spreading game,Apple,Free,0,34039,4,Games,117
dragonfly,Apple,Free,0,432,4,Games,226
dragongo 3d monster battle game,Apple,Paid,1.99,50,4,Games,296
dragonplayTM poker Texas hold,Google,Free,0,197979,4,Card,0
dragons mods free for minecraft PC game edition,Apple,Free,0,2027,4,Catalogs,82
dragonvale,Apple,Free,0,503230,4,Games,145
dramafever stream asymmetric drama shows moves,Google,Free,0,155234,4,Entertainment,22
draw it mini game with worldwide multiplayer,Apple,Paid,0.99,82,4,Games,87
draw n guess multiplayer,Google,Free,0,29505,4,Word,69
draw next m,Google,Free,0,11872,5,Role Playing,62
draw simulator for foot 18,Google,Free,0,162933,5,Sports,100
draw this not,Google,Paid,4.99,2576,4,Role Playing,44
draw x adventure variant z,Google,Free,0,8537,4,Action,29
drawbox elements geometry trials,Apple,Paid,4.99,118,4,Education,306
drawbox numbers,Apple,Paid,7.99,26,5,Education,330
drawing clocks fashion ideas,Google,Free,0,117,4,Art & Design,15
drawing desktop draw paint dodle skewboard,Apple,Free,0,11040,4,Productivity,111
drawing for kids learning games for toddlers age 3,Google,Free,0,29436,5,Educational,43
drawing path,Apple,Paid,1.99,1824,4,Entertainment,210
drawingTM,Google,Free,0,147791,4,Action,38
drawingable premium for ipad,Apple,Paid,9.99,39678,4,Games,219
drawings day fantasy golf baseball more,Apple,Free,0,20251,4,Sports,138
drawings day fantasy sports,Google,Free,0,50017,4,Sports,41
drawly colour by number pixel art coloring,Google,Free,0,18616,4,Casual,10
dream city metropolis,Apple,Free,0,2181,4,Games,155
dream history my life my adventure,Apple,Free,0,390,4,Games,79
dream league soccer 2017,Apple,Free,0,66004,4,Games,343
dream league soccer 2018,Google,Free,0,29639915,5,Sports,74
dream machine the game,Apple,Paid,1.99,75,4,Games,112
dream team be your own fantasy football manager,Apple,Free,0,35,2,Sports,66
dreamland arcade Steven universe,Google,Free,0,6386,4,Arcade,24
dreamstream by al,Google,Free,0,595,3,Travel & Local,22
dreamtrips,Google,Free,0,9971,5,Travel & Local,22
dreamworks friends,Google,Free,0,2084,4,Role Playing,48
dress up girl13 dx,Google,Paid,0.99,13,4,Simulation,42
drillbook next reader,Apple,Paid,2.99,7,4,Music,7
drinkotron the drinking game,Google,Free,0,140,4,Card,45
drive 2,Apple,Free,0,4009,4,Games,69
drive 4x4 luxury suv jeep,Google,Free,0,2183,4,Racing,46
drive head sports,Apple,Free,0,1345,4,Games,208
drive palmistry premium,Apple,Paid,2.99,5,3,Entertainment,42
drive simulator 2016,Apple,Paid,1.99,19,4,Games,181
drive test,Google,Free,0,975,3,Simulation,45
drivepath the two Kingdoms hd a magical hidden obj,Apple,Paid,6.99,248,4,Games,880
driver allows test prep dmv drivers license and,Google,Free,0,78,5,Education,11
driving area,Google,Free,0,51791,4,Racing,57
driving evolution parking sim real because driver,Apple,Free,0,76,4,Games,241
driving n parking school 2017,Google,Free,0,15,4,Simulation,46
driving school 2016,Apple,Free,0,26685,4,Games,280
driving school 3d 2017,Google,Free,0,5075,4,Simulation,48
driving school dw,Google,Free,0,5,4,Education,3
driving suv toyota car simulator,Google,Free,0,187,4,Simulation,54
driving train world,Apple,Free,0,1238,4,Games,151
drmeep,Google,Paid,2.99,54,4,Puzzle,33
droid bf3 procon,Google,Paid,0.99,412,4,Tools,2
droid zap by engine,Google,Free,0,2093,4,Video Players & Editors,0
droidamine for Android advice,Google,Free,0,811,4,Events,2
dropbox,Apple,Free,0,49578,4,Productivity,172
dropdown threshold,Apple,Paid,0.99,16567,4,Games,53
dropflip,Apple,Paid,1.99,9752,4,Games,108
dropple,Apple,Free,0,243,4,Games,195
drphone recovery transfer wireless backup,Google,Free,0,23347,4,Tools,7
drs alkaline list,Google,Free,0,68,4,Education,5
drsender ep 1 guide eng,Google,Free,0,454,4,Arcade,27
drugs d Algeria,Google,Free,0,187,4,Medical,0
drugscom medication guide,Google,Free,0,15875,4,Medical,0
druidbug busbox progress for,Google,Paid,3.99,2,4,Tools,3
drum beats rhythm metronome loops large machines,Apple,Paid,3.99,879,4,Music,368
drweb security space,Google,Free,0,594406,4,Tools,0
ds,Google,Free,0,15,5,Casual,23
ds app manager,Google,Free,0,14,5,Tools,2
ds barometer Altimeter and weather information,Google,Free,0,2962,4,Weather,4
ds cam,Google,Free,0,3227,4,Productivity,35
ds cloud,Google,Free,0,4908,3,Tools,38
ds company,Google,Free,0,0,4,Health & Fitness,4
ds creator 20,Google,Free,0,2,1,Tools,4
ds file,Google,Free,0,10676,4,Productivity,12
ds flashlight,Google,Free,0,127,4,Tools,5
ds get,Google,Free,0,71852,3,Tools,22
ds photo,Google,Free,0,7335,4,Video Players & Editors,0
ds plugin 20,Google,Free,0,5,3,Tools,0
ds router,Google,Free,0,253,4,Tools,15
ds speedometer odometer,Google,Free,0,22382,4,Maps & Navigation,6
ds thermometer,Google,Free,0,631,4,Weather,3
ds tower defence,Google,Free,0,768,3,Arcade,1
ds video,Google,Free,0,12443,4,Video Players & Editors,0
ds vision,Google,Free,0,0,4,Business,38
ds xr,Google,Free,0,2,4,Business,1
ds11 form,Google,Free,0,3,4,Business,28
ds20000s,Google,Free,0,12,2,Productivity,14
ds82 form,Google,Free,0,1,4,Business,28
dsadmin,Google,Free,0,1,4,Education,21
dshelpdesk plus,Google,Paid,12.99,21,4,Business,0
dsl4 viewer,Google,Free,0,13,4,Photography,7
dslr Lens kitraw files and duallens supported,Apple,Paid,1.99,1,4,Photo & Video,2
dslr blue selffocused camera,Google,Free,0,75,3,Tools,4
dslr camera auto focus and professional blue,Google,Free,0,30,3,Photography,3
dslr camera hd extra professional,Google,Free,0,4410,4,Photography,4
dslr photography training apps,Google,Free,0,675,4,Photography,15
dsstudents,Google,Free,0,5,5,Education,8
dstv now,Google,Free,0,34923,4,Entertainment,0
dt,Google,Free,0,0,4,Lifestyle,8
dt cam baby,Google,Free,0,10,2,Tools,23
dt clothings,Google,Free,0,1,5,Shopping,7
dt driving test theory,Google,Free,0,477,5,Education,1
dt fieldlink,Google,Free,0,2,3,Business,49
dt free,Google,Free,0,0,4,Productivity,54
dt future1 cam,Google,Free,0,1,1,Tools,24
dt health,Google,Free,0,1,4,Medical,24
dt manager,Google,Free,0,9,4,Productivity,3
dt noi,Google,Free,0,44,2,Health & Fitness,49
dt practise,Google,Free,0,6,4,Business,5
dt pro,Google,Free,0,4,5,Finance,4
dt simple interval timer,Google,Free,0,10,4,Sports,1
dt smart,Google,Free,0,39,2,Tools,8
dt technologies,Google,Free,0,0,4,Shopping,1
dt tracking,Google,Free,0,4,4,Auto & Vehicles,24
dt yothi srinivas,Google,Free,0,18,5,Health & Fitness,13
dtcam,Google,Free,0,6,4,Entertainment,9
dtomb of the mask,Google,Free,0,55380,4,Action,39
dtpay,Google,Free,0,18,4,Shopping,0
dtse,Google,Free,0,124,3,News & Magazines,12
dtvr,Google,Free,0,25,4,Entertainment,9
du Chinese mandarin lessons,Google,Free,0,3390,5,Education,9
du Cleaner memory cleaner clean phone cache,Google,Free,0,465831,4,Tools,8
du antivirus security applock privacy guard,Google,Free,0,436615,5,Tools,10
du battery saver battery charge battery life,Google,Free,0,13479633,4,Tools,14
du collage maker photo collage grid layout,Google,Free,0,4595,5,Photography,2
du launcher boost your phone,Google,Free,0,67707,4,Personalization,4
du recordr screen recorder video editor live,Google,Free,0,2588730,5,Video Players & Editors,9
dubsmash,Google,Free,0,1971777,4,Video Players & Editors,29
dubutus Uranaianimal fortune,Apple,Paid,0.99,5,4,Lifestyle,36
duck life retro package,Apple,Paid,1.99,77,4,Games,316
ducktales remastered,Apple,Paid,4.99,165,4,Games,1020
ducky fuzz chain reaction,Apple,Free,0,88,4,Games,75
due to cancer,Google,Free,0,0,4,Medical,19
due to the haemorrhage,Google,Free,0,2536,4,Trivia,32
duet game,Apple,Paid,2.99,14407,5,Games,83
dule master best duelist,Apple,Free,0,871,4,Games,217
dulker salmon hd wallpapers,Google,Free,0,1,4,Personalization,3
dulp,Apple,Free,0,1660,4,Games,40
dumb ways r boffos breakfast,Apple,Paid,1.99,31,4,Education,88
dumb ways to the,Apple,Free,0,151559,4,Games,803
dumb ways to the 2 the games,Google,Free,0,1671658,4,Casual,0
dump,Apple,Free,0,4544,4,Games,35
duneons such treasurescollectibles and dragons,Apple,Paid,2.99,653,4,Games,80
dungelot shattered countries,Apple,Paid,3.99,940,4,Games,384
dungeon village,Apple,Paid,4.99,1000,4,Games,178
dunkindonuts,Google,Free,0,136373,4,Food & Drink,66
dunkindonuts get offers coupons awards,Apple,Free,0,9068,4,Food & Drink,142
duolingo learn Spanish French and more,Apple,Free,0,162701,4,Education,85
duolingo learn languages free,Google,Free,0,44047832,5,Education,0
duration,Google,Free,0,5431,4,Tools,1
dv 2018 Winners guide,Google,Free,0,11,5,Books & Reference,0
dv 2019 Edv photo form,Google,Free,0,314,4,Books & Reference,2
dv 2019 entry guide,Google,Free,0,92,4,Books & Reference,5
dv accountancy bv,Google,Free,0,0,4,Business,10
dv assistant,Google,Free,0,1,5,Education,18
dv car service,Google,Free,0,10,5,Maps & Navigation,25
dv digital verifier,Google,Free,0,2,4,Tools,4
